IDENTIFIER	NoMGd1_4	NoMGd2_4	NoMGd3_4	NoMGd1_12	NoMGd2_12	NoMGd3_12	NoMGd1_24	NoMGd2_24	NoMGd3_24	MGd1_4	MGd2_4	MGd3_4	MGd1_12	MGd2_12	MGd3_12	MGd1_24	MGd2_24	MGd3_24
EIF5A	2397.8	2025.7	2167.0	1582.1	2249.4	1890.9	1629.2	1821.5	1875.9	1997.6	2055.5	1832.7	1668.3	2130.3	2079.6	1861.8	1860.6	2389.5
ITGB5	645.8	473.2	627.1	462.4	320.0	566.2	475.6	280.8	524.1	520.9	451.2	722.1	551.0	482.9	484.5	564.0	531.5	637.7
ITGB5	1781.4	1093.1	2060.8	1359.1	1538.4	2082.1	1980.7	1312.1	2042.1	1488.0	1414.3	2089.1	1690.6	1345.1	2004.1	1574.4	1303.1	2484.1
MGAT1	179.8	539.2	312.7	180.9	310.4	241.3	288.2	337.5	291.0	264.8	291.8	311.1	306.6	479.2	307.2	185.5	279.3	255.4
ACLY	765.6	1076.5	784.1	929.0	1005.5	852.4	875.9	980.9	614.5	609.8	748.0	584.2	942.4	958.5	571.4	706.0	999.6	551.6
ACLY	2621.1	1822.0	2511.8	3186.1	2544.0	2421.9	2860.5	3315.4	2968.5	2593.2	2519.3	3131.0	2463.2	3272.8	2162.6	2408.9	2732.5	2372.8
SRSF7	382.9	456.9	453.6	542.6	551.3	525.3	465.8	299.6	473.4	536.8	436.9	282.9	336.8	421.0	492.2	495.5	461.2	504.4
CDH1	176.6	118.9	170.2	318.0	238.6	141.8	99.2	247.7	55.0	167.0	178.1	76.1	138.3	274.5	159.1	102.8	200.0	50.0
CDH1	823.5	915.5	623.2	952.5	1218.9	573.2	747.5	630.2	770.3	959.6	702.4	668.9	893.5	810.8	515.4	718.5	844.6	513.6
RPL36A-HNRNPH2	373.4	275.0	358.0	393.1	480.8	310.3	389.7	430.3	285.3	469.3	252.2	215.4	340.1	232.1	280.0	250.6	314.8	249.2
PJA2	356.2	219.1	174.7	303.7	245.8	194.5	331.2	297.3	264.8	289.7	203.7	210.8	232.2	174.1	82.9	162.5	232.6	102.1
COX7C	5578.6	4626.6	3956.1	4692.4	4939.7	4561.1	5316.0	3829.9	4134.8	5077.5	4487.1	3639.8	4685.2	5060.1	3963.1	4188.2	4571.4	4749.9
ECHS1	1032.7	1331.5	1471.0	962.8	1267.8	1345.1	1226.4	1177.3	1189.6	1111.8	1333.4	1515.7	1193.8	1574.1	1785.4	1079.3	1077.0	1527.6
PLP2	1625.3	1285.5	1371.9	1369.8	1665.3	1558.7	1608.5	1504.1	1268.6	1474.8	1658.7	1345.6	1619.1	1477.3	1804.0	1462.9	1030.2	1380.0
HLA-DPB1	65.0	50.0	50.0	50.0	139.0	50.0	50.0	50.4	50.0	49.0	50.0	50.0	50.0	50.0	50.0	50.0	99.9	50.0
SSB	342.6	425.7	528.4	443.6	418.1	541.5	424.0	113.7	630.8	381.2	543.2	386.3	441.5	304.7	397.6	444.8	460.7	365.6
SSB	484.1	350.3	276.5	489.2	323.3	284.1	490.7	281.3	394.8	413.0	294.4	308.3	302.1	309.1	325.4	411.8	259.2	381.4
RAB5C	677.8	844.6	642.5	724.7	868.5	468.7	373.9	854.8	782.4	825.9	535.8	720.6	618.7	686.5	722.8	416.0	773.1	850.0
GPNMB	83.0	70.2	93.1	129.2	50.5	50.0	53.3	211.6	129.1	71.6	136.6	152.6	50.0	50.0	56.0	81.0	90.2	275.7
EIF2S1	474.9	326.3	458.9	383.6	525.7	472.0	432.1	550.1	416.8	489.8	323.2	468.7	424.5	621.8	451.6	418.7	379.1	617.4
EIF2S1	154.9	53.2	271.4	393.7	181.7	183.1	220.0	281.0	291.2	165.1	273.5	447.9	174.7	179.7	205.7	209.9	246.2	276.6
EIF2S1	779.9	468.5	709.1	540.9	784.0	731.1	675.2	632.0	643.3	676.4	656.1	479.3	653.1	657.5	645.1	881.1	719.2	787.8
HAX1	910.2	1307.3	1069.7	1210.6	1087.3	951.1	1135.5	1010.7	1105.8	823.4	947.3	1390.8	1084.8	1171.3	1322.5	1020.1	1000.0	997.4
NFE2L2	798.7	447.2	549.7	788.9	929.9	820.3	965.0	501.3	903.1	954.5	737.3	729.0	835.2	658.7	502.1	1028.1	969.2	655.0
TIMP3	49.0	78.7	50.0	93.4	50.0	69.4	50.0	50.0	50.0	49.0	97.8	50.0	50.0	50.0	50.0	50.0	50.0	50.0
TIMP3	49.0	75.6	50.0	50.0	67.0	54.3	50.0	55.4	50.0	49.0	195.1	67.9	50.0	50.0	50.0	50.0	50.0	50.0
TIMP3	49.0	81.0	124.6	52.1	50.0	146.9	74.5	170.9	100.6	49.0	88.2	116.1	56.5	145.4	152.9	50.0	50.0	50.0
TIMP3	49.0	50.0	50.0	50.0	50.0	90.4	50.0	107.6	87.2	49.0	50.0	50.0	50.0	104.9	60.0	50.0	50.0	50.0
MBNL1	153.4	101.2	115.1	204.0	212.1	172.4	134.5	209.6	179.3	256.5	105.5	186.5	118.5	67.2	105.5	142.2	151.4	50.0
MBNL1	401.5	666.5	882.6	740.3	491.8	494.2	607.1	608.9	891.9	495.7	683.4	614.4	425.4	580.3	767.2	503.0	497.7	813.7
MBNL1	627.5	626.9	348.2	579.2	431.1	390.1	796.0	333.7	588.7	612.9	519.8	431.9	636.3	496.9	396.9	553.1	520.9	663.9
SNORD18C	19502.8	25309.6	19916.4	19297.4	21531.5	19699.0	18674.4	21753.4	18890.0	15616.9	23742.1	21513.5	18378.0	26031.4	18812.2	18124.5	21790.3	21600.8
MFN2	406.7	423.9	251.0	256.4	317.4	305.1	409.3	369.8	297.0	279.8	283.1	351.5	301.4	313.8	354.1	227.8	327.2	353.5
RAB5C	349.1	727.3	649.5	399.7	541.5	515.3	348.0	511.2	468.6	270.4	521.5	537.4	479.0	615.6	456.9	382.8	603.9	301.1
NMT1	672.9	667.7	640.7	748.6	546.1	691.1	710.5	861.7	608.3	702.8	711.5	625.4	879.7	490.4	583.1	683.8	493.0	695.1
NMT1	275.5	419.4	237.2	114.6	173.6	490.9	203.3	474.8	464.0	192.1	261.8	203.2	221.1	300.3	361.0	285.3	313.7	337.9
NMT1	49.0	269.1	50.0	50.0	50.0	234.7	130.6	170.9	56.0	66.2	50.0	50.0	86.6	50.0	203.7	132.2	86.4	50.0
YBX3	1930.0	1148.7	1271.1	1365.7	1230.9	1337.3	1707.5	1081.1	1441.7	1965.0	1487.6	1628.8	1852.3	887.8	1172.1	2146.5	1472.4	1305.3
YBX3	1344.1	1154.3	1348.2	1201.5	1478.6	1638.9	1268.0	1198.9	1111.5	1374.5	1166.3	1441.4	1400.7	1460.0	1944.2	1346.2	1277.8	1656.3
IGFBP7	127.4	170.9	392.5	111.4	262.3	363.6	265.4	135.8	393.3	223.0	227.9	355.4	167.5	126.5	486.7	124.3	111.7	415.4
IGFBP7	126.6	150.7	162.5	161.3	116.0	302.4	134.3	50.0	337.4	212.5	51.5	132.2	163.3	50.0	156.6	149.1	50.0	62.8
PUM1	409.4	362.2	695.0	546.3	396.4	441.6	382.6	475.1	561.3	533.6	434.4	441.0	399.2	394.2	631.0	409.5	460.7	532.8
PUM1	511.7	341.1	446.2	527.5	425.8	272.4	495.3	422.4	550.4	586.8	454.2	350.4	567.4	134.6	251.4	378.8	382.6	311.2
PUM1	852.5	549.5	667.4	858.4	537.8	693.2	760.8	477.4	742.5	634.0	602.7	758.5	571.4	463.8	560.1	706.6	539.3	471.0
ARHGDIA	322.2	484.2	273.9	349.0	231.4	273.0	236.0	335.0	158.9	225.2	326.4	215.4	242.4	393.0	268.0	365.7	428.9	259.9
ARHGDIA	1031.4	1480.9	1125.5	1098.5	1056.3	1160.4	912.8	921.9	984.9	889.9	1261.6	1264.4	1018.6	1628.3	1200.8	1105.7	985.8	1056.5
BHLHE40	180.1	316.7	167.7	207.1	300.1	393.7	219.6	377.4	69.8	156.1	183.0	142.1	263.3	169.3	295.8	342.9	351.9	223.6
BHLHE40	929.2	565.4	751.9	931.0	530.6	616.9	961.2	1022.4	777.9	703.6	825.7	747.2	766.1	693.0	727.0	861.9	718.4	502.5
ATP6V0E1	61.7	251.0	84.2	97.6	95.6	50.0	103.8	50.0	78.0	109.9	50.0	75.6	126.6	82.0	50.0	50.0	62.1	128.3
ATP6V0E1	1924.0	2307.8	2216.6	2103.6	1731.5	2296.0	1739.3	2054.7	2058.2	1933.3	1899.4	2177.5	1982.4	2010.0	2269.2	1619.3	1826.4	2238.6
NUDC	595.0	654.9	614.4	746.1	985.2	846.8	793.6	737.8	858.9	711.9	869.2	745.5	709.4	1259.1	857.5	741.6	772.7	935.2
TERF2IP	435.3	565.2	685.8	499.5	449.4	447.1	447.0	213.9	330.0	546.6	352.3	368.2	380.9	384.2	441.4	410.0	323.8	547.4
TMX2	1041.2	1199.0	1472.8	1143.5	1220.2	1138.5	1379.7	1210.9	1594.1	1592.0	1192.3	1402.6	1202.8	1310.8	1273.6	1290.3	1055.5	1292.5
ARCN1	680.7	416.9	612.6	617.5	534.5	581.7	842.8	536.4	628.1	726.7	664.4	630.6	624.1	412.1	461.6	609.5	678.9	645.2
UBA2	899.8	363.1	492.2	486.1	503.1	596.9	835.0	357.3	816.0	1225.7	496.1	722.6	676.9	443.0	568.4	847.4	616.5	507.0
FBXO7	733.8	885.4	861.5	783.3	770.8	816.5	1217.4	836.2	1111.1	836.4	947.4	901.5	849.1	1119.0	891.9	937.7	824.6	936.3
GNAI3	318.3	252.3	311.3	373.8	320.4	306.6	325.7	142.2	328.9	257.3	380.7	143.0	231.4	187.1	278.3	236.5	216.2	229.4
GNAI3	630.2	384.6	780.8	683.9	564.6	652.8	647.7	488.3	623.8	625.8	566.0	548.6	604.5	517.9	511.7	810.6	540.2	466.6
GNAI3	124.2	128.7	65.0	79.9	146.1	52.4	112.2	50.0	189.7	108.1	50.0	50.0	116.4	73.0	50.0	104.8	50.0	91.2
CHD4	131.3	95.3	257.2	230.8	169.2	139.0	136.4	50.0	182.1	249.5	290.2	261.9	142.6	121.3	119.4	286.6	111.5	50.0
CHD4	396.5	535.1	488.2	347.1	551.9	316.4	304.8	257.4	455.2	499.7	578.4	502.9	441.6	406.5	444.8	378.0	573.7	426.7
CHD4	631.9	807.2	704.6	509.5	593.0	637.5	485.5	806.2	397.1	550.8	725.4	838.9	885.6	786.2	860.8	469.1	630.1	587.8
HTRA1	862.5	834.8	815.4	718.9	1086.4	944.8	903.7	1020.4	940.5	652.5	1169.1	868.2	1085.5	1068.2	1102.2	741.6	792.9	1103.9
LRPAP1	344.7	438.0	342.1	512.3	449.8	390.6	466.1	584.4	162.6	475.9	393.5	424.6	450.4	336.8	415.3	331.6	295.8	428.8
ITPR3	49.0	202.5	96.1	50.0	59.1	163.6	82.1	50.0	110.3	49.0	50.0	64.4	90.8	50.0	50.0	50.0	119.8	50.0
ITPR3	302.0	360.2	90.4	157.9	210.8	300.8	167.0	356.3	62.4	247.3	298.5	348.3	219.0	429.8	220.3	153.5	278.6	101.8
ITPR3	542.1	391.6	329.2	81.0	405.8	334.3	509.1	447.4	310.9	492.9	311.7	769.3	514.1	650.6	308.5	367.2	416.5	395.6
PITPNA	613.7	708.3	572.7	573.0	696.5	427.5	676.6	629.2	443.4	184.4	507.7	629.7	405.7	766.0	477.9	511.2	639.3	607.4
PITPNA	235.2	374.1	270.0	369.9	351.8	309.7	397.9	382.5	234.0	287.3	212.8	369.4	306.7	372.2	338.5	217.4	356.8	202.4
PITPNA	345.4	287.1	205.8	404.1	296.4	324.8	364.0	301.6	325.1	328.2	235.6	231.6	293.5	264.8	178.3	417.2	339.8	378.2
IDH1	2371.1	1713.7	1948.8	2564.9	2590.6	1692.3	2323.6	2001.3	2044.6	1842.7	1708.3	1799.5	1941.0	1830.2	1470.3	2094.1	1914.3	2235.9
SEPW1	716.6	914.6	857.0	913.3	1088.7	580.5	740.7	873.9	537.8	945.1	949.5	493.9	934.6	769.1	901.0	685.9	673.8	658.4
SLC7A5	2731.5	4195.3	3756.1	3203.6	3099.9	3003.8	2885.1	4693.6	3102.6	2274.7	3379.3	4114.8	2700.9	4164.7	4416.2	2724.8	3768.8	4279.2
AMD1	388.7	222.0	331.6	230.8	231.2	376.3	430.4	188.0	363.2	348.3	340.8	244.2	331.0	235.8	286.8	230.4	431.8	292.0
AMD1	320.7	200.3	323.0	293.9	367.7	314.8	465.0	207.3	279.9	411.2	223.0	459.7	292.5	359.8	296.3	306.6	245.3	336.8
PSMD1	597.1	768.4	645.8	521.2	793.7	703.0	518.9	904.4	876.5	570.5	720.0	615.4	592.0	787.6	878.3	562.8	615.1	825.4
PSMD1	692.7	907.4	877.2	647.9	870.1	901.5	762.2	479.2	1014.0	650.2	948.4	839.6	679.4	884.1	1052.6	848.8	674.8	900.1
CREG1	1092.1	759.6	1269.1	989.0	1645.5	1150.1	1473.2	1299.9	1730.2	1194.4	887.5	953.2	1333.9	1063.4	1166.3	1352.7	1422.5	1258.8
CSTB	1844.2	2352.6	2309.4	2160.8	1758.6	2343.8	1671.0	1769.9	1713.9	1995.3	2010.2	2054.5	1981.8	2006.3	2577.9	1825.8	1773.0	1557.1
PCNA	738.3	543.2	972.6	500.1	796.8	1093.2	758.7	515.8	815.9	895.6	526.6	1077.7	663.4	495.3	533.3	676.7	804.9	856.7
RRBP1	365.9	291.1	239.6	256.4	301.3	212.7	298.4	245.7	137.5	222.5	228.8	189.2	233.1	351.2	222.8	205.1	293.4	346.3
RRBP1	1134.7	599.0	661.6	694.4	597.9	472.4	757.4	878.2	733.0	1018.6	713.7	501.4	900.3	545.5	638.5	778.7	799.0	671.5
RRBP1	49.0	50.0	145.2	130.0	89.9	282.8	70.8	50.0	100.7	97.9	81.8	50.0	147.2	190.0	189.2	139.9	141.0	101.3
RRBP1	269.8	511.6	380.7	547.7	490.1	441.3	328.9	668.6	297.5	503.3	520.7	410.2	410.3	640.8	573.0	469.3	433.8	435.6
TNFAIP1	628.7	735.8	1024.5	860.7	650.8	739.7	659.1	801.6	695.7	738.9	651.2	797.7	803.9	831.6	639.4	659.1	784.8	630.2
TNFAIP1	165.0	521.0	254.5	357.4	76.3	227.0	125.6	115.5	50.0	296.1	50.0	168.9	210.9	125.7	190.7	162.1	50.0	218.3
HDAC1	780.2	455.5	630.6	556.2	550.3	531.8	705.1	626.2	642.3	765.8	688.7	382.9	650.2	434.7	566.8	663.3	394.7	565.3
DDX3X	1594.5	847.5	990.5	1208.9	1297.0	946.9	1852.4	721.0	1464.9	1838.4	879.4	1222.7	1372.3	752.8	899.3	1474.3	1102.1	1223.9
DDX3X	328.7	360.4	152.3	205.8	290.0	200.6	381.0	275.2	270.1	289.6	218.4	143.6	349.0	238.2	250.3	354.9	210.1	136.0
LGMN	389.8	344.0	417.2	220.6	348.2	264.8	490.2	370.6	452.3	372.4	434.4	347.1	350.0	202.4	336.5	362.9	342.7	456.7
PPP1R7	57.7	237.7	50.0	61.9	154.5	97.0	113.8	50.0	50.0	91.9	139.5	89.6	50.0	74.5	62.5	50.0	50.0	50.0
PPP1R7	193.5	308.6	206.3	307.7	213.7	177.1	259.9	199.7	50.0	184.7	144.4	119.1	173.7	175.8	123.6	219.6	268.6	183.7
PLS3	1382.2	1026.5	1368.1	1430.9	1585.1	1647.5	1425.5	991.9	1514.2	1730.0	1010.8	1382.8	1527.4	650.2	1324.1	1392.4	1510.7	1428.0
ERP29	2613.8	3135.6	2912.1	2820.8	3809.3	2243.3	3355.8	3015.3	2547.9	2482.4	2902.4	2910.1	2690.4	3411.8	3925.5	2619.5	2744.5	2889.2
SNORD83B	21023.3	23722.6	19628.8	18842.3	20248.9	17867.6	19664.9	23888.4	18932.5	16589.7	23272.2	18434.9	19634.2	27766.7	18366.8	20444.9	22723.9	22769.5
CTBP2	645.7	278.3	405.0	393.5	554.2	616.7	537.6	401.6	794.5	889.1	218.1	549.8	620.2	324.6	367.6	607.6	481.8	350.7
CTBP2	297.1	171.1	231.9	325.1	287.7	328.6	271.1	350.2	168.9	362.2	396.2	259.3	243.8	176.4	156.9	197.1	290.4	190.1
CTBP2	1366.7	1149.9	1455.2	1282.8	1258.1	1259.6	1190.5	1302.4	1450.0	1264.6	1494.6	1375.7	1345.7	1607.1	1461.8	1197.1	1618.1	1527.0
SNRNP70	1062.4	1635.0	1218.1	1421.0	1297.0	1081.5	1137.7	1533.6	1150.3	1160.7	1702.4	961.4	1552.9	1533.2	1731.4	1184.9	1478.0	1463.2
RAD23B	416.4	214.9	480.3	627.7	462.0	552.8	612.9	491.4	676.9	651.3	626.3	455.1	450.5	497.1	392.4	492.8	608.0	583.0
RAD23B	346.8	171.4	212.2	250.7	444.6	282.7	340.5	229.7	259.3	320.9	302.5	229.6	250.8	184.6	231.1	478.2	440.8	300.4
SRRM1	222.9	316.5	180.3	134.6	171.3	270.6	189.5	279.8	328.0	194.0	240.9	405.1	221.8	183.5	159.2	260.2	238.2	328.4
SRRM1	525.8	377.0	435.3	569.9	512.4	375.7	591.4	621.6	515.8	491.8	464.4	445.0	480.1	393.0	463.9	481.8	461.3	474.8
NDUFB8	982.1	1312.9	1170.3	1344.5	1936.9	1616.1	981.8	1561.3	1199.6	1024.7	1282.2	1879.0	1355.9	2056.0	2332.8	1094.6	1271.5	1700.8
NDUFB8	1368.1	1390.5	1170.1	1292.4	1422.6	1158.9	1226.5	1018.8	1270.1	1124.5	1230.5	1388.1	1215.5	1434.0	1437.5	1285.5	1162.1	1145.3
ARIH2	99.2	108.8	50.0	153.3	120.0	50.0	75.3	75.0	115.0	70.3	114.8	245.2	117.6	247.7	50.0	149.4	95.5	150.9
ARIH2	49.0	224.3	169.2	50.0	206.5	232.9	181.6	292.0	134.0	219.2	192.6	127.4	177.0	183.1	86.7	146.2	192.9	69.7
ARIH2	273.7	279.9	501.4	388.1	270.4	300.1	275.3	184.6	288.7	230.9	266.3	461.6	455.8	443.1	473.1	423.4	246.9	361.9
ENO1	5502.5	5153.6	5226.2	5033.6	5445.0	6870.9	5229.7	5784.2	4182.9	5213.8	5357.8	4557.1	5771.5	6150.7	5664.7	5265.1	5347.8	5084.0
PSMD13	604.3	630.7	663.1	405.9	624.3	765.5	481.1	675.5	353.5	562.9	561.6	494.2	633.8	666.1	568.6	480.8	585.5	560.7
PSMD13	190.3	405.7	186.9	383.9	135.9	233.2	178.1	293.8	152.3	187.7	395.2	144.7	105.0	377.4	127.3	120.1	126.4	292.3
ILK	512.6	720.8	587.5	335.8	683.6	752.4	619.9	854.0	579.7	754.7	703.0	373.4	562.7	857.2	908.6	722.5	687.9	550.2
BTG2	49.0	50.0	50.0	140.7	50.0	157.5	81.1	50.0	50.0	102.9	50.0	158.4	50.0	50.0	147.8	112.7	50.0	126.4
BTG2	327.4	141.5	245.0	276.6	209.1	193.1	97.6	50.0	209.6	267.1	50.0	267.5	173.3	134.2	277.6	190.2	79.4	89.5
CAPZA2	302.7	257.7	319.2	300.6	220.9	286.5	312.5	50.0	319.0	243.9	269.9	263.1	217.2	320.4	210.0	375.7	246.1	130.8
CAPZA2	711.5	957.7	697.9	962.0	817.1	608.2	978.4	668.9	867.8	1195.2	550.5	733.5	848.9	457.2	474.5	881.1	728.1	513.9
SPCS2	1162.8	1172.7	956.2	1111.8	1010.0	813.7	1134.8	1019.6	935.0	1223.9	1068.6	1117.9	1114.6	925.6	1017.7	986.4	934.3	857.2
SPCS2	1534.6	1522.6	1454.8	1797.4	1559.1	1138.2	1865.8	1588.0	2155.0	1583.3	1830.0	1790.8	1442.7	1887.5	1500.8	1684.9	1784.7	1627.9
DDX1	1115.1	886.8	1394.5	1382.7	1195.4	1140.1	1267.1	916.3	1278.3	1017.6	1072.4	1326.6	1148.3	1214.3	1512.3	1091.5	1050.8	1303.0
ATP1B1	2450.7	1895.6	2637.0	2311.5	2652.4	2581.8	2098.3	2001.6	2562.1	2469.7	2235.1	1958.3	2251.7	1637.1	1991.9	2240.8	2560.5	2208.3
ATP1B1	3742.2	2874.3	3142.2	3849.5	3409.4	3944.1	3848.1	2918.9	3343.7	3402.5	3215.5	2722.4	3233.0	3368.8	2980.4	3136.5	3285.1	3535.6
RAF1	435.1	433.1	465.9	612.1	422.6	345.3	533.7	504.6	373.0	363.2	354.7	438.5	465.6	281.0	376.4	495.2	431.9	284.5
LOC101927673	838.5	743.9	708.2	622.5	915.6	742.1	774.0	541.5	657.5	704.4	835.7	786.7	793.1	882.1	880.3	718.2	897.3	782.4
LOC101927673	350.6	235.9	248.1	170.6	214.3	304.2	206.7	258.1	163.8	203.2	206.8	344.5	144.7	50.0	329.0	143.7	265.1	217.8
SREBF2	285.4	281.9	247.7	359.9	252.5	164.8	180.6	259.9	50.0	119.9	472.7	237.4	123.7	56.7	238.6	189.0	206.1	218.0
SREBF2	63.2	188.4	59.2	241.8	192.4	138.4	210.0	50.0	93.8	121.5	50.0	94.3	85.6	161.5	179.9	158.1	76.8	209.9
SLC2A1	49.0	165.5	50.0	50.0	50.0	50.0	50.0	139.1	136.5	95.1	50.0	278.2	84.1	259.3	95.3	69.8	50.0	50.0
SLC2A1	377.9	200.7	706.9	605.4	324.0	465.4	370.5	293.5	776.8	458.6	609.5	478.1	364.9	454.5	486.0	367.1	132.3	404.9
PKM	5472.4	5832.9	5917.5	5084.8	5395.0	6207.8	5630.4	5933.2	4140.5	4452.2	6158.2	5927.3	6017.3	7848.8	7808.9	5666.4	6199.6	6118.4
PSMC4	1044.2	1102.8	1152.8	681.2	725.5	1051.0	1105.5	912.0	1237.7	650.9	1099.9	672.2	841.0	886.9	1112.6	731.6	820.1	1305.5
CDIPT	886.3	945.3	1322.6	1046.2	965.1	701.6	1204.9	845.9	845.0	881.9	764.8	1112.3	832.4	1116.5	1089.9	791.4	1257.9	911.6
RPS6	28145.5	31392.6	26898.5	24509.3	28481.9	27975.2	25566.2	31026.4	22758.9	23101.7	31173.2	25022.3	25193.9	30664.6	25582.4	25609.3	28254.6	25645.8
BAG6	397.6	682.7	1075.2	815.3	502.1	639.9	700.8	762.5	811.3	494.3	671.3	701.0	667.2	660.8	561.0	638.2	570.6	462.4
COX7A2L	2796.5	2199.9	1925.9	2471.4	2760.7	1937.6	2669.5	2304.7	2386.4	1951.2	3315.0	1826.6	2271.4	2016.8	2007.4	2447.7	2440.8	2083.0
SNORD73A	17595.3	21657.1	18422.1	16747.7	19541.2	24342.9	18399.4	16504.8	17606.8	19845.0	22511.6	18857.7	20570.6	19531.7	19903.4	19039.1	21645.9	16993.6
RPS16	20516.2	17556.7	18394.4	16196.6	17694.1	19323.2	18437.1	15980.9	16648.2	17299.8	16514.1	17718.5	19275.6	20205.3	19783.6	20085.3	18206.6	19739.2
SYPL1	823.9	909.4	729.4	821.3	906.9	748.8	882.0	645.7	701.2	851.7	668.9	577.0	887.4	713.8	553.3	797.4	868.4	489.9
SYPL1	468.4	375.9	313.4	397.7	282.9	437.6	371.0	414.0	299.9	582.0	225.6	277.5	417.8	136.5	341.8	609.0	444.2	295.3
BGN	82.9	124.9	120.0	50.0	84.1	154.9	50.0	207.8	50.0	49.0	69.7	100.2	50.0	206.3	50.0	55.9	50.0	84.7
BGN	49.0	50.0	50.0	50.0	131.6	50.0	50.0	50.0	50.0	49.0	119.3	83.8	50.0	50.0	59.8	50.0	50.0	50.0
TARS	1734.5	2272.6	1836.3	1496.5	2296.3	1843.2	1909.5	2094.9	1783.9	1353.0	1885.5	1519.6	1470.3	1967.6	2005.6	1673.3	1860.1	2001.4
COPE	674.5	802.9	859.3	965.9	1212.2	818.5	766.5	1161.5	494.8	956.0	818.5	758.6	844.9	924.7	1391.2	885.1	597.7	803.4
AF119897	49.0	94.6	82.6	50.0	50.0	116.8	50.0	172.7	50.0	49.0	56.9	50.0	50.0	69.2	50.0	50.0	76.0	118.8
TXNRD1	4706.3	3841.2	4911.4	4374.1	4437.3	4149.5	4322.5	3177.3	5277.5	4434.0	4389.8	4400.9	4344.4	3640.4	5449.2	4709.9	3989.0	5422.3
PSMC3	231.6	367.1	275.3	302.3	399.0	302.9	372.3	370.3	383.5	375.6	290.8	418.5	351.8	313.0	541.3	255.9	333.3	592.0
NME1-NME2	6727.5	6973.8	7103.2	7272.3	7870.8	6703.9	6591.2	6244.2	6428.9	7557.5	7569.7	7069.5	7207.5	6594.7	6775.3	6528.9	7678.6	7093.1
NUDCD3	49.0	195.3	103.7	101.4	89.8	156.7	50.0	78.1	50.0	49.0	154.0	119.8	110.1	50.0	94.2	116.6	71.9	235.7
NUDCD3	475.5	489.8	362.7	514.0	386.4	524.7	511.6	497.2	435.9	567.6	320.0	460.4	698.5	386.7	497.0	478.1	515.4	333.7
RALY	404.0	415.4	321.3	471.8	312.1	375.8	348.0	401.8	381.4	359.8	232.2	313.5	355.8	391.4	396.4	413.7	229.1	353.0
AKR1B1	4740.4	4378.7	5621.8	4876.2	4706.8	6383.9	4911.2	4176.6	5335.7	5462.6	5003.9	5798.8	5159.2	6204.6	5961.0	4335.4	4690.4	6778.3
SRP9	1896.6	943.1	1529.4	1888.6	1733.0	1741.6	1972.8	1043.3	1965.3	2045.1	1164.7	1624.7	1605.3	977.4	1470.3	2231.4	1478.3	1528.9
PSMA5	703.5	846.6	1129.0	884.0	1475.7	877.4	794.9	1212.1	722.9	907.7	1486.3	837.0	797.9	1127.6	1146.3	1013.8	992.6	1311.8
FDPS	373.2	415.4	514.1	335.2	382.9	393.1	406.8	587.2	413.1	324.0	225.2	201.3	370.6	410.6	447.6	201.4	443.9	557.7
RAB5B	333.2	262.9	378.2	367.2	221.8	461.1	310.6	393.7	313.4	301.5	380.3	302.2	251.6	413.9	351.6	371.6	462.6	367.2
HNRNPAB	1570.7	1387.6	1376.7	1036.0	1665.9	1724.8	1483.9	1342.9	1760.4	1272.4	1304.0	1476.9	1423.4	1218.9	1806.6	1331.7	1155.5	1737.6
LOC101926921	280.4	169.1	138.8	115.3	302.9	288.9	146.2	242.6	311.7	179.3	359.0	149.2	221.4	186.0	249.4	201.7	336.1	202.1
LOC101926921	131.2	327.9	50.0	118.4	212.1	69.4	145.7	165.6	132.3	214.8	129.9	55.1	77.2	164.6	101.2	138.9	50.0	126.4
LOC101926921	125.4	123.6	50.0	143.5	74.0	50.0	72.6	163.0	85.1	74.2	145.1	143.6	50.0	85.7	50.0	60.9	123.2	58.2
ADRM1	638.0	615.6	666.4	429.2	664.4	727.5	652.8	478.9	843.2	685.0	853.2	621.9	672.0	815.9	754.3	569.6	594.6	755.4
OGDH	237.3	148.7	324.2	103.0	253.1	242.9	242.1	292.7	145.8	161.0	266.1	152.4	223.6	50.0	235.3	223.5	130.6	290.3
TRAK1	49.0	50.0	143.1	172.5	120.7	61.8	50.0	191.3	113.2	49.0	85.2	63.0	92.3	50.0	81.9	57.8	50.0	99.2
APEH	424.9	420.3	511.6	370.6	348.3	290.2	428.1	420.7	361.9	337.4	437.8	321.5	325.7	356.3	486.7	420.8	389.8	259.0
MKRN1	849.8	782.5	859.8	794.3	850.1	822.5	998.3	683.4	825.4	1137.2	905.2	881.1	1074.2	842.1	994.9	1031.1	855.7	800.0
SDC1	448.6	712.7	899.8	660.9	743.7	733.9	601.6	584.4	602.4	600.9	534.9	555.5	580.3	579.2	897.3	385.7	518.6	428.0
SDC1	728.5	1039.5	890.6	572.4	819.0	799.7	1030.4	818.4	651.1	792.8	953.8	780.0	806.5	1101.7	964.3	896.6	1020.9	798.3
ARHGDIB	49.0	50.0	85.9	50.0	57.6	50.0	50.0	50.0	50.0	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0
CYR61	242.0	277.2	237.4	335.0	333.1	232.3	115.9	115.0	199.2	300.2	161.7	159.6	216.2	241.2	152.8	250.7	210.8	194.1
